David P Price Law Office PA,https://www.google.com/maps/place/David+P+Price+Law+Office+PA/data=!4m7!3m6!1s0x8633cf7301d27b37:0xd62edc7155b82d16!8m2!3d33.270024!4d-93.240596!16s%2Fg%2F1tdx91_c!19sChIJN3vSAXPPM4YRFi24VXHcLtY?authuser=0&hl=en&rclk=1
"Bell, Boyd & Jameson, PLLC","https://www.google.com/maps/place/Bell,+Boyd+%26+Jameson,+PLLC/data=!4m7!3m6!1s0x80d6f67f06cf07ab:0x65f1442e46aba4a0!8m2!3d33.2676184!4d-93.240515!16s%2Fg%2F1vd3w23r!19sChIJqwfPBn_21oARoKSrRi5E8WU?authuser=0&hl=en&rclk=1"
Graham Law Firm,https://www.google.com/maps/place/Graham+Law+Firm/data=!4m7!3m6!1s0x80d6f67f06cf07ab:0x2c68ad68c00aa291!8m2!3d33.266591!4d-93.241235!16s%2Fg%2F1tfd77xl!19sChIJqwfPBn_21oARkaIKwGitaCw?authuser=0&hl=en&rclk=1
Dickerson Law Firm Pa,https://www.google.com/maps/place/Dickerson+Law+Firm+Pa/data=!4m7!3m6!1s0x86321a63d34f815d:0xa8867f54791a8a1!8m2!3d33.217222!4d-92.6636214!16s%2Fg%2F1tgwn1qv!19sChIJXYFP02MaMoYRoaiRR_VniAo?authuser=0&hl=en&rclk=1
"Rainwater Law Firm, PLLC","https://www.google.com/maps/place/Rainwater+Law+Firm,+PLLC/data=!4m7!3m6!1s0x86321a7b34fe67f7:0xbb9dd2f34bde0c02!8m2!3d33.2659422!4d-93.2396029!16s%2Fg%2F11f31ptqxx!19sChIJ92f-NHsaMoYRAgzeS_PSnbs?authuser=0&hl=en&rclk=1"
Beatty David L,https://www.google.com/maps/place/Beatty+David+L/data=!4m7!3m6!1s0x8633ed646ebc2135:0x239f7f4c9e93ea75!8m2!3d33.3572149!4d-93.575327!16s%2Fg%2F1thp8c0r!19sChIJNSG8bmTtM4YRdeqTnkx_nyM?authuser=0&hl=en&rclk=1
Keith & Clegg,https://www.google.com/maps/place/Keith+%26+Clegg/data=!4m7!3m6!1s0x8633cf74a3029cbd:0x7237faba465e0d8d!8m2!3d33.2664438!4d-93.239038!16s%2Fg%2F1tlvpxcj!19sChIJvZwCo3TPM4YRjQ1eRrr6N3I?authuser=0&hl=en&rclk=1
Rebecca A. Jones P.A.,https://www.google.com/maps/place/Rebecca+A.+Jones+P.A./data=!4m7!3m6!1s0x8633cf735f169c9b:0x5d94f07ddcb3e303!8m2!3d33.2663006!4d-93.2389552!16s%2Fg%2F1tg5vf1x!19sChIJm5wWX3PPM4YRA-Oz3H3wlF0?authuser=0&hl=en&rclk=1
"Crane & Rainwater, PLLC","https://www.google.com/maps/place/Crane+%26+Rainwater,+PLLC/data=!4m7!3m6!1s0x8633cfd9f806ab67:0x2efae34a0b431774!8m2!3d33.2659351!4d-93.2396307!16s%2Fg%2F11fjtw4q2r!19sChIJZ6sG-NnPM4YRdBdDC0rj-i4?authuser=0&hl=en&rclk=1"
James Greene & Associates,https://www.google.com/maps/place/James+Greene+%26+Associates/data=!4m7!3m6!1s0x8633cecf9b67ba2f:0xcca7767987229cc2!8m2!3d33.2681964!4d-93.2331594!16s%2Fg%2F1tzzvwlb!19sChIJL7pnm8_OM4YRwpwih3l2p8w?authuser=0&hl=en&rclk=1
Thomason Byron,https://www.google.com/maps/place/Thomason+Byron/data=!4m7!3m6!1s0x8633cf735f16a5fd:0xecc726e1ec27a9ba!8m2!3d33.2673864!4d-93.239115!16s%2Fg%2F1263flwn4!19sChIJ_aUWX3PPM4YRuqkn7OEmx-w?authuser=0&hl=en&rclk=1
Waldo Police Department,https://www.google.com/maps/place/Waldo+Police+Department/data=!4m7!3m6!1s0x8633c7ac7f0aabe3:0x9cdd61faee91990e!8m2!3d33.3531251!4d-93.2931419!16s%2Fg%2F1v26mgt4!19sChIJ46sKf6zHM4YRDpmR7vph3Zw?authuser=0&hl=en&rclk=1
Ross and Shoalmire PLLC,https://www.google.com/maps/place/Ross+and+Shoalmire+PLLC/data=!4m7!3m6!1s0x8633cfd1aceddc11:0xc60d9ae11cbd0ac!8m2!3d33.2757357!4d-93.2190898!16s%2Fg%2F11ss7s02g9!19sChIJEdztrNHPM4YRrNDLEa7ZYAw?authuser=0&hl=en&rclk=1
"Law Offices of Kinard, Crane, Butler & Phillips","https://www.google.com/maps/place/Law+Offices+of+Kinard,+Crane,+Butler+%26+Phillips/data=!4m7!3m6!1s0x8633cf748b2b5eb9:0x48a7b9711723d99c!8m2!3d33.2656792!4d-93.2402157!16s%2Fg%2F11clvvr8jv!19sChIJuV4ri3TPM4YRnNkjF3G5p0g?authuser=0&hl=en&rclk=1"
Legal Shield,https://www.google.com/maps/place/Legal+Shield/data=!4m7!3m6!1s0x8633cf74a108a5d7:0x2edc6ae1c4eea8c1!8m2!3d33.2671468!4d-93.2409111!16s%2Fg%2F1260f4ync!19sChIJ16UIoXTPM4YRwajuxOFq3C4?authuser=0&hl=en&rclk=1
Thurman & Flanagin Attorneys At Law,https://www.google.com/maps/place/Thurman+%26+Flanagin+Attorneys+At+Law/data=!4m7!3m6!1s0x87c92d53b021e541:0x9daa0242dc6ca07a!8m2!3d36.3990783!4d-93.7464447!16s%2Fg%2F1tz968cb!19sChIJQeUhsFMtyYcReqBs3EICqp0?authuser=0&hl=en&rclk=1
Phillips Ryan P,https://www.google.com/maps/place/Phillips+Ryan+P/data=!4m7!3m6!1s0x8633cf0b5ce25557:0xda05dd2399bee8!8m2!3d33.2659422!4d-93.2396029!16s%2Fg%2F126305t1y!19sChIJV1XiXAvPM4YR6L6ZI90F2gA?authuser=0&hl=en&rclk=1
Dickerson Law Firm P.A.,https://www.google.com/maps/place/Dickerson+Law+Firm+P.A./data=!4m7!3m6!1s0x87cd2b02942f5b67:0x5f4c462934378440!8m2!3d34.5051334!4d-93.057296!16s%2Fg%2F1thffzp6!19sChIJZ1svlAIrzYcRQIQ3NClGTF8?authuser=0&hl=en&rclk=1
Parham James W,https://www.google.com/maps/place/Parham+James+W/data=!4m7!3m6!1s0x8633cf0b33a4ffa9:0xfc96da7d221a96fb!8m2!3d33.2655035!4d-93.2379302!16s%2Fg%2F1ts3f_44!19sChIJqf-kMwvPM4YR-5YaIn3alvw?authuser=0&hl=en&rclk=1
